Timestamp,MQ3,MQ135,MQ138,MQ131,TGS2602
2026-04-01 10:04:16.928,182.0,101.0,1611.0,3647.0,759.0
2026-04-01 10:04:17.937,182.0,101.0,1611.0,3650.0,754.0
2026-04-01 10:04:19.037,197.0,109.0,1628.0,3647.0,751.0
2026-04-01 10:04:20.023,191.0,110.0,1625.0,3648.0,747.0
2026-04-01 10:04:21.009,188.0,111.0,1624.0,3649.0,740.0
2026-04-01 10:04:22.012,186.0,110.0,1615.0,3644.0,730.0
2026-04-01 10:04:23.039,186.0,110.0,1614.0,3647.0,723.0
2026-04-01 10:04:24.143,184.0,109.0,1604.0,3615.0,711.0
2026-04-01 10:04:25.122,183.0,109.0,1593.0,3586.0,696.0
2026-04-01 10:04:26.113,183.0,109.0,1597.0,3598.0,692.0
2026-04-01 10:04:27.121,183.0,109.0,1600.0,3604.0,692.0
2026-04-01 10:04:28.138,184.0,109.0,1604.0,3608.0,693.0
2026-04-01 10:04:29.229,184.0,110.0,1607.0,3617.0,696.0
2026-04-01 10:04:30.210,184.0,109.0,1606.0,3609.0,696.0
2026-04-01 10:04:31.201,184.0,110.0,1607.0,3610.0,696.0
2026-04-01 10:04:32.303,185.0,111.0,1613.0,3627.0,700.0
2026-04-01 10:04:33.284,185.0,111.0,1614.0,3620.0,704.0
2026-04-01 10:04:34.273,185.0,112.0,1618.0,3624.0,708.0
2026-04-01 10:04:35.297,185.0,111.0,1618.0,3622.0,709.0
2026-04-01 10:04:36.306,185.0,111.0,1618.0,3623.0,709.0
2026-04-01 10:04:37.373,185.0,111.0,1618.0,3621.0,709.0
2026-04-01 10:04:38.364,184.0,112.0,1615.0,3619.0,708.0
2026-04-01 10:04:39.375,185.0,112.0,1615.0,3621.0,709.0
2026-04-01 10:04:40.386,185.0,112.0,1614.0,3622.0,708.0
2026-04-01 10:04:41.480,185.0,112.0,1615.0,3623.0,708.0
2026-04-01 10:04:42.446,185.0,111.0,1614.0,3622.0,708.0
2026-04-01 10:04:43.527,185.0,111.0,1615.0,3623.0,709.0
2026-04-01 10:04:44.478,185.0,112.0,1616.0,3626.0,710.0
2026-04-01 10:04:45.516,185.0,111.0,1615.0,3620.0,710.0
2026-04-01 10:04:46.526,185.0,111.0,1615.0,3622.0,710.0
2026-04-01 10:04:47.538,185.0,111.0,1614.0,3625.0,710.0
2026-04-01 10:04:48.562,185.0,111.0,1616.0,3625.0,712.0
2026-04-01 10:04:49.570,185.0,112.0,1618.0,3628.0,714.0
2026-04-01 10:04:50.657,185.0,112.0,1621.0,3631.0,717.0
2026-04-01 10:04:51.659,185.0,112.0,1622.0,3633.0,719.0
2026-04-01 10:04:52.642,185.0,112.0,1622.0,3632.0,720.0
2026-04-01 10:04:53.666,185.0,112.0,1622.0,3632.0,720.0
2026-04-01 10:04:54.747,185.0,112.0,1621.0,3630.0,720.0
2026-04-01 10:04:55.725,185.0,112.0,1622.0,3633.0,721.0
2026-04-01 10:04:56.738,185.0,112.0,1621.0,3632.0,720.0
2026-04-01 10:04:57.796,185.0,112.0,1621.0,3632.0,721.0
2026-04-01 10:04:58.757,185.0,112.0,1621.0,3633.0,721.0
2026-04-01 10:04:59.838,185.0,112.0,1621.0,3634.0,721.0
2026-04-01 10:05:00.821,185.0,111.0,1619.0,3631.0,720.0
2026-04-01 10:05:01.827,184.0,112.0,1618.0,3630.0,719.0
2026-04-01 10:05:02.851,184.0,111.0,1617.0,3630.0,719.0
2026-04-01 10:05:03.936,184.0,111.0,1617.0,3631.0,719.0
2026-04-01 10:05:04.931,184.0,111.0,1616.0,3630.0,718.0
2026-04-01 10:05:05.903,185.0,111.0,1618.0,3689.0,718.0
2026-04-01 10:05:06.969,184.0,111.0,1615.0,3634.0,717.0
2026-04-01 10:05:07.950,184.0,111.0,1615.0,3632.0,716.0
2026-04-01 10:05:09.041,184.0,111.0,1615.0,3630.0,716.0
2026-04-01 10:05:10.019,184.0,111.0,1614.0,3631.0,716.0
2026-04-01 10:05:11.011,184.0,111.0,1614.0,3630.0,715.0
2026-04-01 10:05:12.031,184.0,111.0,1615.0,3630.0,716.0
2026-04-01 10:05:13.048,185.0,111.0,1616.0,3633.0,716.0
2026-04-01 10:05:14.067,184.0,111.0,1616.0,3632.0,717.0
2026-04-01 10:05:15.158,184.0,111.0,1616.0,3632.0,717.0
2026-04-01 10:05:16.178,184.0,111.0,1616.0,3633.0,717.0
2026-04-01 10:05:17.123,184.0,111.0,1616.0,3633.0,717.0
2026-04-01 10:05:18.148,185.0,111.0,1617.0,3637.0,718.0
2026-04-01 10:05:19.171,184.0,111.0,1616.0,3635.0,717.0
2026-04-01 10:05:20.212,184.0,111.0,1617.0,3635.0,717.0
2026-04-01 10:05:21.485,184.0,111.0,1617.0,3636.0,717.0
2026-04-01 10:05:22.234,184.0,111.0,1616.0,3637.0,717.0
2026-04-01 10:05:23.251,184.0,111.0,1616.0,3638.0,717.0
2026-04-01 10:05:24.279,184.0,111.0,1616.0,3638.0,717.0
2026-04-01 10:05:25.304,184.0,111.0,1616.0,3638.0,717.0
2026-04-01 10:05:26.308,184.0,111.0,1616.0,3641.0,717.0
2026-04-01 10:05:27.362,184.0,111.0,1617.0,3638.0,717.0
2026-04-01 10:05:28.356,184.0,111.0,1616.0,3639.0,717.0
2026-04-01 10:05:29.373,184.0,111.0,1616.0,3639.0,717.0
2026-04-01 10:05:30.425,184.0,111.0,1616.0,3639.0,717.0
2026-04-01 10:05:31.440,185.0,111.0,1616.0,3641.0,716.0
2026-04-01 10:05:32.530,184.0,111.0,1616.0,3643.0,716.0
2026-04-01 10:05:33.471,185.0,111.0,1615.0,3638.0,715.0
2026-04-01 10:05:34.489,184.0,111.0,1615.0,3639.0,715.0
2026-04-01 10:05:35.493,184.0,111.0,1615.0,3643.0,715.0
2026-04-01 10:05:36.579,184.0,111.0,1616.0,3641.0,715.0
2026-04-01 10:05:37.556,185.0,111.0,1616.0,3641.0,716.0
2026-04-01 10:05:38.573,185.0,111.0,1617.0,3642.0,716.0
2026-04-01 10:05:39.634,184.0,111.0,1616.0,3638.0,715.0
2026-04-01 10:05:40.606,184.0,111.0,1616.0,3644.0,716.0
2026-04-01 10:05:41.672,185.0,111.0,1616.0,3640.0,716.0
2026-04-01 10:05:42.644,184.0,111.0,1617.0,3641.0,716.0
2026-04-01 10:05:43.707,185.0,111.0,1616.0,3641.0,716.0
2026-04-01 10:05:44.691,185.0,111.0,1617.0,3642.0,716.0
2026-04-01 10:05:45.781,184.0,111.0,1616.0,3643.0,716.0
2026-04-01 10:05:46.806,185.0,111.0,1616.0,3636.0,716.0
2026-04-01 10:05:47.783,185.0,111.0,1616.0,3640.0,716.0
2026-04-01 10:05:48.772,185.0,111.0,1615.0,3640.0,715.0
2026-04-01 10:05:49.865,184.0,111.0,1615.0,3639.0,715.0
2026-04-01 10:05:50.900,185.0,111.0,1615.0,3638.0,715.0
2026-04-01 10:05:51.828,185.0,111.0,1615.0,3640.0,715.0
2026-04-01 10:05:52.853,185.0,111.0,1616.0,3641.0,716.0
2026-04-01 10:05:53.913,185.0,111.0,1616.0,3640.0,716.0
2026-04-01 10:05:54.965,185.0,111.0,1616.0,3640.0,717.0
2026-04-01 10:05:55.930,185.0,111.0,1616.0,3642.0,717.0
2026-04-01 10:05:56.977,185.0,111.0,1616.0,3640.0,717.0
2026-04-01 10:05:57.957,185.0,111.0,1616.0,3641.0,717.0
2026-04-01 10:05:59.009,185.0,111.0,1615.0,3644.0,718.0
2026-04-01 10:06:00.085,185.0,111.0,1615.0,3642.0,718.0
2026-04-01 10:06:01.073,185.0,111.0,1615.0,3642.0,718.0
2026-04-01 10:06:02.077,184.0,111.0,1614.0,3640.0,717.0
2026-04-01 10:06:03.135,184.0,111.0,1614.0,3640.0,718.0
2026-04-01 10:06:04.136,185.0,111.0,1614.0,3642.0,718.0
2026-04-01 10:06:05.104,185.0,111.0,1614.0,3642.0,719.0
2026-04-01 10:06:06.155,184.0,111.0,1614.0,3642.0,719.0
2026-04-01 10:06:07.145,184.0,111.0,1614.0,3639.0,719.0
2026-04-01 10:06:08.149,184.0,111.0,1614.0,3644.0,719.0
2026-04-01 10:06:09.236,184.0,110.0,1614.0,3646.0,719.0
2026-04-01 10:06:10.265,184.0,111.0,1613.0,3640.0,719.0
2026-04-01 10:06:11.310,185.0,110.0,1614.0,3665.0,719.0
2026-04-01 10:06:12.260,185.0,110.0,1613.0,3645.0,719.0
2026-04-01 10:06:13.255,185.0,110.0,1613.0,3643.0,718.0
2026-04-01 10:06:14.341,184.0,110.0,1612.0,3640.0,718.0
2026-04-01 10:06:15.339,185.0,110.0,1612.0,3638.0,718.0
2026-04-01 10:06:16.326,185.0,110.0,1613.0,3639.0,718.0
2026-04-01 10:06:17.335,185.0,110.0,1613.0,3638.0,718.0
2026-04-01 10:06:18.357,184.0,110.0,1612.0,3640.0,717.0
2026-04-01 10:06:19.425,185.0,110.0,1612.0,3638.0,717.0
2026-04-01 10:06:20.406,185.0,110.0,1611.0,3636.0,716.0
2026-04-01 10:06:21.427,185.0,111.0,1611.0,3634.0,716.0
2026-04-01 10:06:22.437,185.0,111.0,1611.0,3637.0,716.0
2026-04-01 10:06:23.523,185.0,111.0,1611.0,3638.0,716.0
2026-04-01 10:06:24.485,185.0,110.0,1611.0,3640.0,716.0
2026-04-01 10:06:25.535,185.0,110.0,1611.0,3640.0,716.0
2026-04-01 10:06:26.519,185.0,110.0,1611.0,3639.0,716.0
2026-04-01 10:06:27.610,185.0,110.0,1612.0,3641.0,717.0
2026-04-01 10:06:28.576,185.0,111.0,1612.0,3642.0,717.0
2026-04-01 10:06:29.650,185.0,111.0,1613.0,3643.0,718.0
2026-04-01 10:06:30.614,185.0,111.0,1613.0,3644.0,719.0
2026-04-01 10:06:31.623,185.0,111.0,1613.0,3646.0,719.0
2026-04-01 10:06:32.662,185.0,111.0,1613.0,3645.0,720.0
2026-04-01 10:06:33.740,185.0,111.0,1613.0,3644.0,720.0
2026-04-01 10:06:34.694,185.0,111.0,1613.0,3644.0,720.0
2026-04-01 10:06:35.703,185.0,111.0,1613.0,3646.0,720.0
2026-04-01 10:06:36.758,185.0,111.0,1614.0,3646.0,720.0
2026-04-01 10:06:37.751,185.0,111.0,1614.0,3646.0,721.0
2026-04-01 10:06:38.823,185.0,111.0,1616.0,3649.0,722.0
2026-04-01 10:06:39.806,186.0,111.0,1616.0,3650.0,723.0
2026-04-01 10:06:40.821,185.0,111.0,1615.0,3648.0,723.0
2026-04-01 10:06:41.879,185.0,111.0,1616.0,3650.0,723.0
2026-04-01 10:06:42.887,185.0,111.0,1616.0,3651.0,724.0
2026-04-01 10:06:43.880,185.0,111.0,1616.0,3650.0,724.0
2026-04-01 10:06:44.985,185.0,111.0,1616.0,3649.0,724.0
2026-04-01 10:06:45.982,185.0,111.0,1616.0,3648.0,724.0
2026-04-01 10:06:46.933,185.0,111.0,1615.0,3637.0,724.0
2026-04-01 10:06:48.007,185.0,110.0,1615.0,3638.0,724.0
2026-04-01 10:06:48.980,185.0,111.0,1615.0,3637.0,724.0
2026-04-01 10:06:50.088,185.0,110.0,1615.0,3635.0,724.0
2026-04-01 10:06:51.049,185.0,111.0,1615.0,3637.0,723.0
2026-04-01 10:06:52.141,185.0,110.0,1615.0,3638.0,724.0
2026-04-01 10:06:53.071,185.0,110.0,1615.0,3638.0,724.0
2026-04-01 10:06:54.142,185.0,110.0,1615.0,3638.0,724.0
2026-04-01 10:06:55.131,185.0,110.0,1615.0,3639.0,724.0
2026-04-01 10:06:56.118,185.0,110.0,1616.0,3641.0,724.0
2026-04-01 10:06:57.165,186.0,110.0,1616.0,3638.0,725.0
2026-04-01 10:06:58.167,186.0,110.0,1616.0,3643.0,725.0
2026-04-01 10:06:59.196,186.0,110.0,1615.0,3641.0,725.0
2026-04-01 10:07:00.200,185.0,110.0,1615.0,3642.0,724.0
2026-04-01 10:07:01.262,186.0,110.0,1615.0,3642.0,725.0
2026-04-01 10:07:02.248,186.0,110.0,1616.0,3642.0,725.0
2026-04-01 10:07:03.326,186.0,111.0,1616.0,3647.0,725.0
2026-04-01 10:07:04.343,186.0,111.0,1616.0,3644.0,725.0
2026-04-01 10:07:05.319,186.0,110.0,1616.0,3642.0,725.0
2026-04-01 10:07:06.339,186.0,110.0,1616.0,3643.0,725.0
2026-04-01 10:07:07.354,185.0,110.0,1615.0,3641.0,725.0
2026-04-01 10:07:08.460,186.0,111.0,1615.0,3642.0,725.0
2026-04-01 10:07:09.413,185.0,110.0,1615.0,3639.0,725.0
2026-04-01 10:07:10.429,186.0,110.0,1615.0,3642.0,725.0
2026-04-01 10:07:11.431,186.0,110.0,1616.0,3643.0,725.0
2026-04-01 10:07:12.511,186.0,110.0,1616.0,3643.0,725.0
